"authors","publication_year","defense_date","course","thesis_type","pt_abstract","en_abstract","main_advisor","committee","auth_keywords","publisher","cnpq_area","document_url","num_views","title","second_advisor","campus"
"('Bruno Henrique Melo da Costa', 'Gvaert Batista Gomes')","2020","2020-02-20","Sistemas de Informação","Trabalho de Conclusão de Curso","A necessidade de trabalhar com variados tipos de ferramentas tecnológicas faz com que as empresas se concentrem na excelência operacional e não tenham muitos problemas para com os softwares. Atualmente o sucesso das organizações vem dependendo muito da capacidade de inovação nos seus setores, dado primeiramente pelo uso de recursos da Tecnologia da Informação, gerenciar e armazenar significativas quantidade de dados agora é possível de forma rápida e eficaz. Desenvolver um software para fidelizar clientes foi uma das inovações tecnológicas que a empresa encontrou para captar mais informações sobre o seu público-alvo, reter e melhorar o atendimento para com os clientes fazem parte de alguns objetivos da empresa para com este projeto, além de possibilitar aos gestores um melhor gerenciamento de seus processos de gestão de relacionamento com o cliente. Para o sucesso deste projeto, foi-se necessário a utilização das tecnologias mais utilizadas no mercado atual, metodologias ágeis para agilizar o desenvolvimento e modelagens computacional para o desenvolvimento dos procedimentos e funcionalidades necessárias. Além também de testes de usabilidade e correção de possíveis dificuldades encontradas, pois seguindo o primeiro princípio das necessidades de se trabalhar com a tecnologia, este projeto prezou muito por manter uma excelência operacional no gerenciamento do software e principalmente no objetivo do desenvolvimento do software para com a necessidade da empresa e processos ali envolvidos e discutidos.","The need to work with various types of technological tools makes companies focuses on operational excellence and does not have too many problems for software. Currently the success of organizations depends on the innovation capacity of their sectors, given the use by using Information Technology resources, managing and storing the maximum amount of data is now possible quickly and effectively. Developing a software to retain customers was one of the technological innovations that the company found to obtain more information about your target audience, retaining and improving customer service are part of some of the company’s goals for this project, in addition to enabling managers to better manage their customer relationship management processes. For the success of this project, it was necessary to use the best technologies on the market today, agile methodologies to streamline development and computational modeling for the development of applicable procedures and functionalities. In addition, it is also possible to test the correction tests and correct possible differences, as it follows the first principle of the needs to work with a technology, this project is very important to maintain operational excellence in software management and mainly in the development objective make the software for the company’s needs and process everyone involved and discussed.","('Rômulo Nunes de Oliveira',)","('Rodolfo Carneiro Cavalcante', 'Tércio de Morais Sampaio Silva')","('Fidelização', 'Tecnologia da informação', 'Software', 'Desenvolvimento de software')","Universidade Federal de Alagoas","Ciência da Computação","https://ud10.arapiraca.ufal.br/web/content?model=ud.biblioteca.anexo&field=arquivo&id=6281&download=true&filename_field=name","655","O desenvolvimento de um sistema particular de fidelidade para uma concessionária de motos","","Campus Arapiraca"
"('Arthur Rodolpho Ferreira Florentino', 'Tiago Paulino Santos')","2020","2020-02-28","Sistemas de Informação","Trabalho de Conclusão de Curso","Com o advento da tecnologia de informação, cada dia mais as empresas buscam diferencial competitivo melhorando seus processos, buscando torná-los mais inteligentes e precisos, melhorando assim, os resultados organizacionais. O mesmo desejo pelo diferencial competitivo é encontrado em uma empresa localizada no Baixo São Francisco, em Penedo-AL, conhecida como Objetivo Cursos Preparatórios, que apesar de ser bem consolidada no mercado, ainda assim conta com baixa infraestrutura tecnológica para atender algumas demandas dos processos de sistemas de informação. Foram analisados vários subsistemas da empresa com a finalidade de levantar as informações necessárias para a análise do desempenho de professores e estudantes. Foi percebida a necessidade de implementar um sistema informatizado que auxiliasse no processamento das informações e obtenção de estatísticas de simulados realizados, melhorando a performance do processo, tornando-o menos trabalhoso e mais rápido com a utilização de um subsistema para analisar o desempenho de estudantes e professores. Para informatizar este processo, foi utilizada a aplicação da metodologia de desenvolvimento ágil e um conjunto de ferramentas que serão mencionadas ao decorrer dos capítulos. Com a utilização dessas tecnologias foi possível desenvolver um módulo web com portabilidade e responsividade, permitindo o acesso do sistema de uma boa parte de dispositivos, tornando o sistema altamente disponível, escalável e facilitando a gestão de todo o processo de avaliação dos simulados.","With the advent of information technology, more and more companies seek competitive differentiation improving their processes, seeking to make them more intelligent and accurate, thus improving organizational results. The same desire for the competitive differential is found in a company located in Baixo São Francisco, Penedo-AL, known as Preparatory Courses Objective, which despite being well consolidated in the market, still has a low technological infrastructure to meet some of the demands of the processes of information systems. Several subsystems of the company were analyzed in order to gather the necessary information for the analysis of the performance of teachers and students. It was noticed the need to implement a computerized system that would aid in the processing of the information and obtaining statistics of simulated realized, improving the performance of the process, making it less laborious and faster with the use of a subsystem to analyze the performance of students and teachers. In order to computerize this process, it was used the application of agile development methodology and a set of tools that will be mentioned during the chapters. With the use of these technologies it was possible to develop a web module with portability and responsiveness, allowing the access of the system to a good number of devices, making the system highly available, scalable and facilitating the management of the entire simulation evaluation process.","('Rômulo Nunes de Oliveira',)","('Ítalo Carlo Lopes Silva', 'Nayara Rosy Félix da Silva')","('Tecnologia da informação', 'Métodos ágeis', 'Angular', 'Firestore Database', 'Framework', 'Javascript')","Universidade Federal de Alagoas","Ciência da Computação","https://ud10.arapiraca.ufal.br/web/content?model=ud.biblioteca.anexo&field=arquivo&id=6279&download=true&filename_field=name","539","O desenvolvimento de um módulo web para avaliação de alunos numa empresa de cursos preparatórios em Penedo / AL","","Campus Arapiraca"
"('Hallef Gustavo Ferreira Vieira',)","2020","2020-07-21","Sistemas de Informação","Trabalho de Conclusão de Curso","A qualidade dos serviços públicos digitais está relacionada ao nível de governança em TI aplicado. Considerando isto, o presente trabalho, teve o objetivo de realizar estudo teórico comparativo, para caracterizar o nível de governança em TI na UFAL – Campus Arapiraca; obtendo dados que foram tratados, organizados e comparados com o levantamento do IGOVTI (2016). Para obter as informações bem como a análise destas, foram utilizados o mesmo questionário e a mesma tabela avaliativa adotada no IGOV_TI em 2016 (que foram criados pelo TCU com base no COBIT 5). Os dados obtidos com o estudo foram comparados com os resultados de pesquisas anteriores de universidades e instituições públicas obtidos no IGOV_TI em 2016, para a melhor comparação e identificação dos padrões, facilitando a identificação das falhas na implantação da governança em TI, identificando os pontos que precisam ser melhorados e os que precisam ser mantidos para o constante avanço da governança em TI na UFAL -Campus Arapiraca, e respondendo a seguinte pergunta: a UFAL -Campus Arapiraca, possui um bom nível de governança em TI?","The quality of digital public services is related to the level of IT governance applied. Considering this, the present work had the objective of carrying out a comparative theoretical study, to characterize the level of IT governance at UFAL -Campus Arapiraca; obtaining data that were treated, organized and compared with the survey by IGOV-TI (2016). To obtain the information as well as the analysis of these, the same questionnaire and the same evaluation table adopted in IGOV_TI in 2016 (which were created by TCU based on COBIT 5) were used. The data obtained from the study were compared with the results of previous research by universities and public institutions obtained at IGOV_TI in 2016, for the best comparison and identification of standards, facilitating the identification of failures in the implementation of IT governance, identifying the points that they need to be improved and those that need to be maintained for the constant advance of IT governance at UFAL -Campus Arapiraca, and answering the following question: does UFAL -Campus Arapiraca, have a good level of IT governance?","('Alexandre Paes dos Santos',)","('Douglas Afonso Tenório de Menezes', 'Rômulo Nunes de Oliveira')","('Universidade Federal de Alagoas', 'Governança em TI', 'Ensino Federal -Instituições')","Universidade Federal de Alagoas","Ciência da Computação","https://ud10.arapiraca.ufal.br/web/content?model=ud.biblioteca.anexo&field=arquivo&id=6420&download=true&filename_field=name","634","Governança em tecnologia da informação: estudo de caso na Universidade Federal de Alagoas -Campus Arapiraca","","Campus Arapiraca"
"('Demosthenis Lobo Dantas Silva', 'Marcos Antonio de Lima')","2020","2020-02-20","Sistemas de Informação","Trabalho de Conclusão de Curso","A fibra ótica é uma tecnologia que existe há muito tempo. Entretanto, devido ao seu alto custo, bem poucas empresas utilizam esse tipo de serviço. Porém, com a expansão dessa tecnologia, tanto a nível internacional como nacional, haja vista que, em algumas cidades brasileiras ela vem ganhando força através do projeto Fiber To The Home (FTTH). Com isto, aos poucos os custos com ela vêm diminuindo proporcionalmente, devido à intensa procura como alternativa na melhoria na qualidade do serviço. Todavia, esse tipo de serviço pode oferecer taxas de transmissão significativamente mais altas do que o par de fios de cobre trançado ou cabo coaxial. Algumas operadoras locais (em muitos países diferentes), que recentemente passaram a utilizar fibra ótica nas residências, agora oferecem acesso à Internet de alta velocidade, bem como serviços telefônicos e televisivos através de fibras óticas. É visto também que a tecnologia com fibra ótica tem conquistado o mundo, sendo muito utilizada nas telecomunicações e exames médicos, como endoscopias e cirurgias corretivas de problemas visuais, entre outras aplicações possíveis. É por esta e outras razões, que esse tipo de tecnologia foi aplicado na empresa em questão e oferecida aos seus clientes, cujo objetivo é a melhoria na qualidade e na prestação de serviços aos seus usuários.","Optical fiber is a technology that has been around for a long time. However, due to its high cost, very few companies use this type of service. However, with the expansion of this technology, both internationally and nationally, given that, in some Brazilian cities, it has been gaining strength through the Fiber To The Home (FTTH) project. With this, the costs with it have been decreasing proportionately, due to the intense demand as an alternative to improve the quality of service. However, this type of service can offer significantly higher transmission rates than the twisted copper pair or coaxial cable. Some local operators (in many different countries), which recently switched to fiber optics in homes, now offer high-speed Internet access, as well as telephone and television services using fiber optics. It is also seen that fiber optic technology has conquered the world, being widely used in telecommunications and medical examinations, such as endoscopies and corrective surgeries for visual problems, among other possible applications. It is for this and other reasons, that this type of technology was applied in the company in question and offered to its customers, whose objective is to improve the quality and the provision of services to its users.","('Rômulo Nunes de Oliveira',)","('Cárlisson Borges Tenório Galdino', 'Lívia Maria Omena da Silva')","('Cabeamento estruturado', 'Rede ótica', 'Fibra óptica -Implantação de cabo')","Universidade Federal de Alagoas","Ciência da Computação","https://ud10.arapiraca.ufal.br/web/content?model=ud.biblioteca.anexo&field=arquivo&id=6362&download=true&filename_field=name","959","A implantação de uma infraestrutura de fibra ótica na empresa Âncora Telecom para uma melhor prestação de serviço aos clientes de Marechal Deodoro -AL","","Campus Arapiraca"
"('Iago Roberto Amaral de Araújo', 'Natan Ferreira Ferro')","2020","2020-02-28","Sistemas de Informação","Trabalho de Conclusão de Curso","Existem dados em todas as ações realizadas em nosso cotidiano, os quais podem ser transformados em informações úteis para nos basearmos em tomar decisões futuras. O mesmo acontece nas organizações, operações e processos cotidianos geram inúmeros dados, que tratados e analisados de forma coerente entregam informações cruciais ao negócio. Tendo percebido a necessidade de um melhor tratamento dos dados gerados em sua produção, uma industria alimentícia localizada em Arapiraca-AL nos procurou com o objetivo de entregar uma solução que colete os dados armazenados diariamente em seu sistema de informação e entregue em forma de relatórios e dashboards informações que os auxiliem em tomadas de decisões. Foram analisados os processos internos em exercício na organização e seu sistema de informação em produção. Diante disso foi identificado a necessidade de implantar uma solução que extraia os dados e trate-os para entregar informações que permitam aos gestores identificarem os pontos chave, melhorando suas decisões internas com as necessidades diárias que impactam no rendimento da produção e sua competitividade comercial. Para atender sua demanda foi aplicado o uso de uma metodologia de Business Intelligence através de um conjunto de ferramentas que serão mencionadas ao decorrer dos capítulos. Com a utilização da metodologia foi entregue, de forma dinâmica e de fácil entendimento, informações aos utilizadores para auxiliar suas decisões e planejamentos, assim trazendo resultados além do esperado inicialmente.","There is data in all actions taken in our daily lives, which can be transformed into useful information to be based on making future decisions. The same happens in organizations, operations and everyday processes generate countless data, which treated and analyzed in a coherent way deliver crucial information to the business. Having realized the need for better treatment of the data generated in its production, a food industry located in Arapiraca-AL approached us with the aim of delivering a solution that collects the data stored daily in its information system and delivered in the form of reports and dashboards information to assist in decision making. The internal processes at work in the organization and its production information system were analyzed. In view of this, the need to implement a solution that extracts the data was identified and treated to deliver information that allows managers to identify the key points, improving their internal decisions with the daily needs that impact on production yield and their commercial competitiveness. To meet your demand, the use of a Business Intelligence methodology was applied through a set of tools that will be mentioned throughout the chapters. With the use of the methodology, information was delivered in a dynamic and easy-to-understand manner to users to assist their decisions and planning, thus bringing results beyond what was initially expected.","('Rômulo Nunes de Oliveira',)","('Ítalo Carlo Lopes Silva', 'Tércio de Morais Sampaio Silva')","('Tecnologia da informação', 'Business Intelligence (BI)', 'Extract Transform Load (ETL)', 'Business Intelligence (BI) -Ferramentas')","Universidade Federal de Alagoas","Ciência da Computação","https://ud10.arapiraca.ufal.br/web/content?model=ud.biblioteca.anexo&field=arquivo&id=6282&download=true&filename_field=name","557","Implantação de uma solução de business intelligence em um ambiente corporativo industrial","","Campus Arapiraca"
"('Aleksandro Nunes do Nascimento', 'José Ferreira de Lima Filho')","2019","2019-05-31","Sistemas de Informação","Trabalho de Conclusão de Curso","A segurança da informação proporciona um ambiente favorável para as atividades cotidianas de uma empresa que faz uso de tecnologias da informação. A informação é valiosa para todos os segmentos da sociedade, bem como os avanços que a mesma nos proporcionou. Devido sua grande relevância, a aplicabilidade da segurança da informação deixou de ser algo opcional e entrou de vez na seara dos assuntos mais importantes dentre as organizações públicas ou privadas a fim de manter o funcionamento adequado de suas atividades. A segurança da informação tem sido uma questão que há muito tempo preocupa o homem, desde a antiguidade aos tempos atuais. Batalhas e guerras foram travadas onde o diferencial para a conquista ou para a derrota foi, na maioria dos casos, o nível de informação ou desinformação que um adversário possuía do outro. Com o advento da Internet, a globalização e o rápido desenvolvimento tecnológico das últimas décadas, a informação passou a ser essencial para o homem moderno. A fácil acessibilidade nessa nuvem de informações, em todo lugar e por meio de inúmeros aparelhos eletrônicos, aumentou também significativamente a preocupação em proteger certos dados, informações sigilosas que possam de alguma forma ser acessados por pessoas não autorizadas. Com isso, esta pesquisa analisou e buscou identificar as principais ferramentas, tecnologias e técnicas da segurança da informação mais utilizadas em empresas de diversos ramos de atividades. Para tanto, foram realizadas entrevistas em 20 estabelecimentos comerciais de diversos ramos de atividades na cidade de Teotônio Vilela –Alagoas, por meio de um questionário contendo 23 perguntas relacionadas ao uso da Tecnologia da Informação, sobretudo indagando proprietário se funcionários destes estabelecimentos comerciais quanto a preocupação com a segurança das informações em seus sistemas computacionais. A análise dos resultados evidenciou que apesar de todo o avanço tecnológico dos últimos tempos, a segurança da informação nessas empresas ainda está muito abaixo do desejado no contexto estudado.","Information security provides a favorable environment for the day-to-day activities of a company that makes use of information technology. Information is valuable to all segments of society, as well as the advances it has provided. Because of its great relevance, the applicability of information security is no longer optional, and has once again entered into the field of the most important issues among public or private organizations in order to maintain the proper functioning of their activities. Information security has long been a concern for man, from ancient times to modern times. Battles and wars were fought where the differential to conquest or defeat was, in most cases, the level of information or disinformation that one opponent possessed of the other. With the advent of the Internet, globalization and the rapid technological development of the last decades, information has become essential for modern man. The easy accessibility in this information cloud, everywhere and through numerous electronic devices, has also significantly increased the concern to protect certain data, sensitive information that can somehow be accessed by unauthorized persons. With this, this research analyzed and sought to identify the main tools, technologies and techniques ofinformation security most used in companies of various branches of activities. For this purpose, interviews were conducted in 20 commercial establishments in various branches of activities in the city of Teotônio Vilela -Alagoas, through a questionnaire containing 23 questions related to the use of Information Technology, mainly inquiring the owners and employees of these commercial establishments regarding the concern with information security in their computer systems. The analysis of the results showedthat despite all the technological advances of recent times, the information security in these companies is still much lower than desired in the studied context.","('Rodolfo Carneiro Cavalcante',)","('Patrick Henrique da Silva Brito', 'Thiago Bruno Melo de Sales')","('Empresas', 'Segurança da informação', 'Globalização', 'Tecnologia')","Universidade Federal de Alagoas","Ciência da Computação","https://ud10.arapiraca.ufal.br/web/content?model=ud.biblioteca.anexo&field=arquivo&id=6038&download=true&filename_field=name","517","Segurança da informação: um conjunto de práticas que propicia um ambiente seguro, eficiente e competitivo nos negócios","","Campus Arapiraca"
"('Jucyelle Barros do Nascimento',)","2025","2025-05-29","Ciências da Computação","Trabalho de Conclusão de Curso","Observando a carência de um processo informatizado para a gestão de dados no Laboratório de Cineantropometria, Atividade Física e Promoção de Saúde (LACAPS), o presente trabalho teve como finalidade principal o desenvolvimento de um sistema web dedicado à coleta e análise de dados antropométricos e de aptidão física, buscando otimizar a eficiência dos procedimentos do laboratório. O percurso metodológico envolveu as fases de levantamento de requisitos, prototipação e desenvolvimento da aplicação utilizando ReactJS com TypeScript e Ant Design para o front-end, Python com FastAPI para o back-end, e PostgreSQL como sistema gerenciador de banco de dados. Como resultado, foi entregue uma plataforma web funcional que possibilita o cadastro e autenticação de usuários (avaliadores), gerenciamento e preenchimento de formulários específicos de antropometria e aptidão física, incluindo a capacidade de exportar os dados consolidados em formato PDF. Conclui-se que a solução implementada demonstrou potencial para modernizar os processos do LACAPS, promovendo maior eficiência e confiabilidade por meio da redução de erros humanos e da sistematização das atividades.","Given the absence of a computerized system for data management at Laboratório de Cineantropometria, Atividade Física e Promoção de Saúde (LACAPS), the present study aimed to develop a web-based platform dedicated to the collection and analysis of anthropometric and physical fitness data, with the goal of enhancing the efficiency of the laboratory's procedures. The methodological approach comprised the stages of requirements elicitation, prototyping, and system development, employing ReactJS with TypeScript and Ant Design for the front-end, Python with FastAPI for the back-end, and PostgreSQL as the database management system. As an outcome, a fully functional web application was delivered, enabling user (evaluator) registration and authentication, the management and completion of specialized anthropometry and physical fitness forms, and the export of consolidated data in PDF format. The implemented solution demonstrated significant potential to modernize the operational processes of LACAPS, fostering increased efficiency and reliability through the reduction of human error and the systematization of routine activities.","('Raquel da Silva Cabral',)","('Luís Carlos Barbosa Silva', 'Patrick Henrique da Silva Brito')","('Aptidão física', 'Antropometria', 'Sistema Web', 'React (Software)', 'Application Programming Interface (API)')","Universidade Federal de Alagoas","Ciência da Computação","https://ud10.arapiraca.ufal.br/web/content?model=ud.biblioteca.anexo&field=arquivo&id=12161&download=true&filename_field=name","175","Desenvolvimento de um sistema web para otimização de coleta de dados de antropometria e aptidão física","","Campus Arapiraca"
"('Rodrigo dos Santos Batista',)","2025","2025-05-27","Ciências da Computação","Trabalho de Conclusão de Curso","Este trabalho tem como objetivo realizar um experimento com redes neurais diretas no aprendizado de conceitos abstratos. O método utilizado foi um comparativo entre uma rede neural direta (MLP) e uma rede neural recorrente (LSTM) para análise de sentimentos em tweets. O experimento foi desenvolvido com base na comparação entre essas arquiteturas, avaliando o desempenho de cada uma em um cenário com recursos computacionais limitados. Os dados de treino e teste são compostos por tweets em português, classificados como sentimentos positivos e negativos. O trabalho se diferenciou pelo não uso de embeddings pré-treinados devido à restrição de memória RAM. Os modelos foram treinados e comparados para analisar qual obteve o melhor desempenho.","This work aims to conduct an experiment with feedforward neural networks in learning abstract concepts. The approach used is a comparison between a feedforward neural network (MLP) and a recurrent neural network (LSTM) for sentiment analysis on tweets. The experiment was designed to evaluate the performance of each architecture in a scenario with limited computational resources. The training and testing datasets consist of Portuguese tweets classified as positive and negative sentiments. The work is distinguished by the lack of pre-trained embeddings due to RAM limitations. The models were trained and compared to determine which one achieved better performance.","('Rômulo Nunes de Oliveira',)","('Ítalo Carlo Lopes Silva', 'Tiago Paulino Santos')","('MLP (MultiLayer Perceptron)', 'Análise de sentimentos', 'Linguagem natural -Processamento', 'LSTM (Long Short-Term Memory)')","Universidade Federal de Alagoas","Ciência da Computação","https://ud10.arapiraca.ufal.br/web/content?model=ud.biblioteca.anexo&field=arquivo&id=12621&download=true&filename_field=name","267","Um experimento com redes neurais diretas aplicadas na aprendizagem de conceitos abstratos","","Campus Arapiraca"
"('Bárbara de Lima',)","2025","2025-05-23","Ciências da Computação","Trabalho de Conclusão de Curso","O Katie é um projeto de extensão da Universidade Federal de Alagoas (UFAL) dedicado a aumentar a representatividade feminina nas áreas de Ciência, Tecnologia, Engenharia e Matemática (STEM). Reconhecendo o Instagram como ferramenta principal para promover ideias e causas, o estudo busca identificar estratégias eficazes para ampliar o alcance do grupo nessa plataforma. A metodologia inclui análise descritiva e exploratória de dados, além de métodos estatísticos e ferramentas visuais para uma compreensão aprofundada dos padrões de engajamento. Os resultados indicam que, atualmente, as publicações de maior engajamento estão relacionadas a reels de entretenimento associado à tecnologia.","Katie is an extension project of the Federal University of Alagoas (UFAL) dedicated to increasing female representation in the areas of Science, Technology, Engineering, and Mathematics (STEM). Recognizing Instagram as the main tool to promote ideas and causes, this study seeks to identify effective strategies to expand the group's reach on this platform. The methodology includes descriptive and exploratory data analysis, as well as statistical methods and visual tools for a more in-depth understanding of engagement patterns. The results indicate that, currently, the publications with the highest engagement are related to entertainment reels associated with technology.","('Raquel da Silva Cabral',)","('André Almeida Silva', 'Patrick Henrique da Silva Brito')","('Análise de dados', 'Mídias socias (Engajamento)', 'Indicadores de desempenho', 'STEM (Ciência, Tecnologia, Engenharia e Matemática)')","Universidade Federal de Alagoas","Ciência da Computação","https://ud10.arapiraca.ufal.br/web/content?model=ud.biblioteca.anexo&field=arquivo&id=12182&download=true&filename_field=name","146","Análise perceptiva de estratégias de conteúdo do projeto Katie em mídias sociais","","Campus Arapiraca"
"('Lucas Barbosa Leite Silva',)","2025","2025-05-30","Ciências da Computação","Trabalho de Conclusão de Curso","Este trabalho revisa a literatura existente sobre a Análise do Movimento Humano utilizando sensores IMU vestíveis. Nós identificamos os algoritmos mais comuns utilizados para o processamento destes dados. Após analisar os títulos e resumos, apenas 169 artigos permaneceram, e uma análise completa reduziu a lista para 114. Finalmente, 28 artigos foram selecionados baseado em critérios de qualidade. O estudo revela que o filtro de Kalman continua sendo aplamente adotado e usado apesar do seu alto custo computacional. No entanto, tem havido uma tendência recente para o uso dos filtros Complementar, Mahony e Madgwick, que oferecem menor complexidade e maior eficiência.","This work analyzes existing literature on human movement analysis using wearable IMU sensors. We identified the algorithms most commonly used for processing this data. After reviewing titles and abstracts, only 169 articles remained, and a complete analysis narrowed it down to 114. Finally, 28 articles were selected based on quality criteria. The study reveals that the Kalman filter remains widely adopted and used despite its high computational cost. However, there has been a recent trend towards using Complementary, Mahony, and Madgwick filters, which offer lower complexity and greater efficiency.","('Raquel da Silva Cabral',)","('Fabiane da Silva Queiroz', 'Rodolfo Carneiro Cavalcante')","('Algoritmos de processamento', 'Movimento humano -Análise', 'IMU ((Inertial Measurement Unit)', 'Sensores de velocidade angular')","Universidade Federal de Alagoas","Ciência da Computação","https://ud10.arapiraca.ufal.br/web/content?model=ud.biblioteca.anexo&field=arquivo&id=12469&download=true&filename_field=name","155","Human gait analysis with wearable IMUs sensors: systematic review of IMUs sensors processing algorithms","","Campus Arapiraca"
"('João Arthur Oliveira Valério',)","2025","2025-11-19","Ciências da Computação","Trabalho de Conclusão de Curso","A Língua Brasileira de Sinais (LIBRAS) é a principal forma de comunicação da comunidade surda do Brasil. Apesar dela ter sido instaurada como a segunda língua oficial do país, ainda hoje percebe-se na sociedade a falta de fluência da sociedade nessa língua, reforçando a barreira comunicativa. Com base nisso, este trabalho apresenta o Farfalla, uma aplicação desenvolvida para auxiliar no ensino de Libras, utilizando técnicas de gamificação e teorias pedagógicas para desenvolver um protótipo utilizando a Unity Engine. O projeto foi implementado em C#, estruturado em módulos com baixo acoplamento e uso extensivo de ScriptableObjects, o que permitiu a criação de novos conteúdos diretamente no editor, sem alterações no código-fonte. A pesquisa baseou-se no modelo teórico de motivação e engajamento ARCS de Keller. Além disso, foram considerados os modelos de perfis de jogadores, como a tipologia de Bartle e o Hexad de Marczewski, que classificam diferentes estilos de interação e preferências por mecânicas de jogo. Os resultados obtidos demonstram a viabilidade técnica e pedagógica da proposta, evidenciando o potencial dos jogos digitais como ferramenta complementar para o aprendizado de Libras e a promoção da inclusão comunicacional.","The Brazilian Sign Language (Libras) is the main form of communication within the Deaf community in Brazil. Although it has been established as the country’s second official language, there is still a lack of fluency among the general population, reinforcing communication barriers. Based on this context, this work presents Farfalla, an application developed to assist in the teaching of Libras through gamification techniques and pedagogical theories, resulting in a prototype built with the Unity Engine. The project was implemented in C#, structured in low-coupled modules, and made extensive use of ScriptableObjects, which allowed new content to be created directly in the editor without modifying the source code. The research was based on Keller’s ARCS theoretical model of motivation and engagement. In addition, player profile models such as Bartle’s typology and Marczewski’s Hexad were considered, which classify different interaction styles and preferences for game mechanics. The results demonstrate the technical and pedagogical feasibility of the proposal, highlighting the potential of digital games as a complementary tool for learning Libras and promoting communicational inclusion.","('Patrick Henrique da Silva Brito',)","('Alexandre de Andrade Barbosa', 'Ricardo Alexandre Afonso')","('Comunicação', 'Gamificação', 'Inclusão educacional', 'Língua Brasileira de Sinais (LIBRAS)', 'Unity (Motor de jogo)')","Universidade Federal de Alagoas","Ciência da Computação","https://ud10.arapiraca.ufal.br/web/content?model=ud.biblioteca.anexo&field=arquivo&id=12746&download=true&filename_field=name","58","Farfalla: aprendizagem de Libras utilizando o design de jogos","","Campus Arapiraca"
"('Amaury Luiz Chaves Junior',)","2025","2025-05-21","Ciências da Computação","Trabalho de Conclusão de Curso","Blockchains são tecnologias de registro distribuído similares a bancos de dados com objetivo de garantir segurança, transparência e descentralização. Com o surgimento da Blockchain 2.0 que introduziu contratos inteligentes e rastreabilidade em diferentes setores, surgem várias oportunidades para aplicações além das criptomoedas, que inicialmente a popularizou. Porém a implementação de aplicações nativas baseadas em blockchain não é uma tarefa trivial, exigindo conhecimentos específicos e uma infraestrutura adequada para desenvolvimento. Sendo assim este trabalho propõe o desenvolvimento de uma biblioteca em Python voltada à criação de blockchain, permitindo a personalização das regras de negócio e do comportamento da cadeia. Como prova de conceito, desenvolveu-se dois protótipos baseados em cenários reais ilustrando a aplicabilidade da ferramenta. A proposta contribui para disseminação do uso da blockchain como ferramenta experimental para solução de problemas e na diminuição de empecilhos para o desenvolvimento de soluções e ferramentas que venham a utilizar essa tecnologia.","Blockchains are distributed ledger technologies similar to databases aimed at ensuring security, transparency, and decentralization. With the advent of Blockchain 2.0, which introduced smart contracts and traceability across various sectors, several opportunities arose for applications beyond cryptocurrencies, which initially popularized it. However, creating native applications based on blockchain is not a trivial task, requiring specific knowledge and an appropriate infrastructure for development. Thus, this work proposes the development of a Python library aimed at creating blockchain nodes, allowing the customization of business rules and the behavior of the chain. As a proof of concept, two prototypes based on real scenarios were successfully developed, demonstrating the applicability of the tool. The proposal contributes to the dissemination of the use of blockchain as an experimental tool for problem-solving and in reducing obstacles for the development of solutions and tools that may utilize this technology.","('Rodolfo Carneiro Cavalcante',)","('Patrick Henrique da Silva Brito', 'Tércio de Morais Sampaio Silva')","('Blockchain (Base de dados)', 'Peer-to-peer (P2P)', 'Algoritmo de Assinatura Digital de Curva Elíptica (ECDSA)')","Universidade Federal de Alagoas","Ciência da Computação","https://ud10.arapiraca.ufal.br/web/content?model=ud.biblioteca.anexo&field=arquivo&id=12305&download=true&filename_field=name","226","PySimpleBC: biblioteca Python para desenvolvimento de sistemas de blockchain","","Campus Arapiraca"
